country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Tanzania,2017,uniqueid_1908,Urban,No,3,16,Female,Other relative,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_1909,Urban,Yes,2,41,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_1910,Urban,Yes,2,38,Male,Head of Household,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_1911,Rural,Yes,1,25,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_1912,Urban,Yes,3,60,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1913,Urban,No,3,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1914,Rural,No,2,35,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_1915,Rural,Yes,2,30,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_1916,Urban,No,2,52,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1917,Rural,Yes,1,56,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_1918,Urban,No,3,60,Female,Parent,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_1919,Urban,No,3,80,Male,Child,Widowed,Vocational/Specialised training,Remittance Dependent
Tanzania,2017,uniqueid_1920,Rural,Yes,2,33,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1921,Rural,Yes,2,27,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_1922,Urban,No,2,18,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_1923,Urban,No,2,51,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1924,Urban,Yes,1,32,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_1925,Urban,No,2,29,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_1926,Urban,Yes,2,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1927,Rural,Yes,2,40,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_1928,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_1929,Urban,Yes,2,47,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1930,Urban,No,6,36,Female,Parent,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_1931,Rural,Yes,2,28,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_1932,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1933,Rural,Yes,2,48,Female,Spouse,Single/Never Married,No formal education,No Income
Tanzania,2017,uniqueid_1934,Urban,No,8,24,Male,Parent,Divorced/Seperated,Vocational/Specialised training,Remittance Dependent
Tanzania,2017,uniqueid_1935,Rural,Yes,2,18,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_1936,Urban,No,2,18,Male,Other relative,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_1937,Urban,No,1,56,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_1938,Urban,Yes,1,20,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_1939,Rural,Yes,3,33,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1940,Urban,Yes,2,31,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1941,Urban,Yes,2,30,Female,Spouse,Single/Never Married,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_1942,Urban,Yes,1,59,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1943,Urban,Yes,1,49,Female,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_1944,Urban,No,2,34,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1945,Urban,No,2,26,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1946,Rural,No,2,28,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1947,Rural,Yes,1,28,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Self employed
Tanzania,2017,uniqueid_1948,Urban,Yes,3,22,Male,Head of Household,Divorced/Seperated,No formal education,Formally employed Private
Tanzania,2017,uniqueid_1949,Urban,No,2,42,Female,Spouse,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_1950,Urban,Yes,1,69,Male,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_1951,Urban,Yes,2,18,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1952,Urban,No,2,55,Male,Head of Household,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,uniqueid_1953,Urban,No,3,72,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_1954,Rural,No,2,17,Female,Other relative,Divorced/Seperated,Primary education,No Income
Tanzania,2017,uniqueid_1955,Urban,No,2,67,Male,Head of Household,Single/Never Married,Tertiary education,Government Dependent
Tanzania,2017,uniqueid_1956,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1957,Urban,No,8,60,Female,Spouse,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_1958,Urban,Yes,2,17,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1959,Urban,Yes,3,51,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1960,Urban,Yes,2,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1961,Urban,Yes,2,25,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_1962,Urban,No,3,50,Female,Child,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_1963,Urban,Yes,1,23,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_1964,Rural,No,4,50,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1965,Urban,Yes,4,20,Male,Parent,Divorced/Seperated,Tertiary education,No Income
Tanzania,2017,uniqueid_1966,Urban,No,2,63,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_1967,Urban,No,2,37,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1968,Urban,No,2,20,Female,Child,Divorced/Seperated,Tertiary education,Self employed
Tanzania,2017,uniqueid_1969,Urban,Yes,3,54,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1970,Urban,No,3,22,Male,Parent,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_1971,Urban,Yes,2,27,Male,Parent,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_1972,Rural,Yes,3,36,Male,Other non-relatives,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_1973,Urban,No,1,59,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_1974,Urban,No,9,16,Male,Child,Divorced/Seperated,No formal education,No Income
Tanzania,2017,uniqueid_1975,Urban,No,4,22,Female,Parent,Single/Never Married,Primary education,No Income
Tanzania,2017,uniqueid_1976,Rural,Yes,1,30,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_1977,Urban,Yes,1,82,Male,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_1978,Urban,Yes,3,19,Female,Child,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_1979,Urban,Yes,2,27,Female,Spouse,Single/Never Married,Tertiary education,Informally employed
Tanzania,2017,uniqueid_1980,Urban,No,1,43,Female,Head of Household,Widowed,Primary education,Self employed
Tanzania,2017,uniqueid_1981,Urban,No,3,35,Female,Parent,Single/Never Married,Primary education,Government Dependent
Tanzania,2017,uniqueid_1982,Rural,Yes,1,42,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_1983,Urban,Yes,5,51,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1984,Urban,Yes,2,51,Female,Spouse,Single/Never Married,Secondary education,Remittance Dependent
Tanzania,2017,uniqueid_1985,Urban,No,3,17,Female,Other relative,Divorced/Seperated,No formal education,Self employed
Tanzania,2017,uniqueid_1986,Urban,No,2,49,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1987,Urban,Yes,2,35,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1988,Urban,No,3,20,Female,Parent,Divorced/Seperated,Tertiary education,Remittance Dependent
Tanzania,2017,uniqueid_1989,Urban,Yes,2,24,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1990,Urban,Yes,2,50,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1991,Rural,Yes,1,25,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed
Tanzania,2017,uniqueid_1992,Urban,Yes,3,24,Male,Parent,Divorced/Seperated,Secondary education,Informally employed
Tanzania,2017,uniqueid_1993,Urban,No,1,38,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1994,Rural,No,4,45,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_1995,Urban,Yes,4,52,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1996,Urban,No,1,41,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_1997,Rural,Yes,2,32,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_1998,Urban,Yes,3,41,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_1999,Urban,No,2,22,Female,Spouse,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_2000,Urban,Yes,3,50,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_2001,Urban,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2002,Urban,Yes,2,40,Female,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2003,Urban,No,4,40,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2004,Urban,Yes,1,19,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Tanzania,2017,uniqueid_2005,Urban,No,3,45,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2006,Urban,No,2,37,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_2007,Urban,No,4,22,Female,Child,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_2008,Urban,No,2,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2009,Urban,Yes,2,32,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2010,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2011,Urban,Yes,3,36,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2012,Rural,Yes,4,67,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2013,Urban,No,3,21,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2014,Urban,No,2,23,Female,Other relative,Divorced/Seperated,Primary education,Self employed
Tanzania,2017,uniqueid_2015,Urban,No,1,16,Male,Parent,Divorced/Seperated,Secondary education,No Income
Tanzania,2017,uniqueid_2016,Urban,Yes,4,40,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2017,Rural,Yes,1,45,Female,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_2018,Rural,Yes,1,23,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Remittance Dependent
Tanzania,2017,uniqueid_2019,Urban,No,2,22,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2020,Rural,Yes,2,52,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_2021,Rural,Yes,2,30,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_2022,Urban,No,2,73,Male,Head of Household,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_2023,Urban,Yes,1,62,Female,Head of Household,Widowed,Primary education,Informally employed
Tanzania,2017,uniqueid_2024,Urban,No,2,29,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2025,Urban,No,2,30,Female,Spouse,Divorced/Seperated,No formal education,Informally employed
Tanzania,2017,uniqueid_2026,Urban,Yes,4,37,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2027,Urban,No,4,48,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_2028,Urban,Yes,2,27,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_2029,Urban,No,7,17,Female,Parent,Single/Never Married,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_2030,Rural,Yes,2,30,Female,Spouse,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_2031,Urban,Yes,2,24,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Tanzania,2017,uniqueid_2032,Urban,No,2,48,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_2033,Urban,No,2,67,Male,Head of Household,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2034,Urban,No,2,35,Female,Spouse,Single/Never Married,No formal education,Informally employed
Tanzania,2017,uniqueid_2035,Urban,No,2,50,Female,Spouse,Single/Never Married,No formal education,Self employed
Tanzania,2017,uniqueid_2036,Urban,No,2,28,Male,Head of Household,Single/Never Married,Tertiary education,Self employed
Tanzania,2017,uniqueid_2037,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Tanzania,2017,uniqueid_2038,Rural,Yes,3,49,Male,Other relative,Single/Never Married,Vocational/Specialised training,Formally employed Private
Tanzania,2017,uniqueid_2039,Rural,Yes,3,63,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Tanzania,2017,uniqueid_2040,Urban,No,4,21,Male,Parent,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_2041,Urban,No,3,80,Female,Spouse,Single/Never Married,Primary education,Self employed
Tanzania,2017,uniqueid_2042,Urban,No,1,73,Male,Head of Household,Married/Living together,Primary education,Self employed
Tanzania,2017,uniqueid_2043,Rural,Yes,1,25,Female,Head of Household,Married/Living together,Primary education,Informally employed
Tanzania,2017,uniqueid_2044,Urban,No,2,20,Female,Spouse,Single/Never Married,Primary education,Remittance Dependent
Tanzania,2017,uniqueid_2045,Urban,No,3,82,Female,Head of Household,Widowed,No formal education,Self employed
Tanzania,2017,uniqueid_2046,Urban,No,3,90,Female,Parent,Widowed,No formal education,Remittance Dependent
Tanzania,2017,uniqueid_2047,Urban,Yes,1,30,Male,Head of Household,Divorced/Seperated,Tertiary education,Informally employed
